text,sentimen
Infokan balap liar malam ini bang,Netral
when people ask me for my PSN or my current Rank but they’re both left up to interpretation 🫣 https://t.co/ZgfZg7NxaA,Netral
"Kapolres Sumedang Ungkap Kasus Penganiayaan di Depan PT. Kahatex, Pelaku Berhasil Diamankan https://t.co/VK2TOpPkaN",Netral
"Pasar Beras Murah di Jatim Dukung Ketahanan Pangan Nasional. Polri melalui Polres Trenggalek menggelar Pasar Beras Murah di Pasar Desa Parakan, Jawa Timur. Hal ini sebagai langkah konkret Polri menekan inflasi dan menjaga stabilitas harga pangan, https://t.co/vbdFjnDGb2",Netral
@fairyjin__ gua bacanya suporter bl lagi,Netral
"@Honest_Abez @ShawnLayden @Genki_JPN I agree but I think if you make great games and sell 5-10 million copies and draw people to buy your console, that'll lead to more money than porting for another platform by them ending up buying more games from PSN or dualsense and PS+. console without exclusives loses its value",Netral
"PSS Uji Coba Terbuka Lawan Sumsel United Besok, Sediakan 7 Ribu Tiket Suporter https://t.co/4Gh6qFa3V5",Netral
"unt channels (e.g., outlet

WANMAEWNAM IN LOVE 
 
#WhaleStorexoxoEP6",Netral
"@BuzzFeed This isn’t the gotchya you think it is it’s going to make @sydney_sweeney more popular than ever

Irrelevant nonsense posting from a HAS BEEEN outlet!",Netral
"@nasihangatz Oh tentu saja kokoh,🔥🔥🔥
Aku sebagai orang Timur tak terbiasa soft spoken 😭🙏🔥",Netral
@ryuhasan Jokowi dgn ijazah asli,Netral
"Bagi saya menjatuhkan Pak Jokowi sama saja bunuh diri, buktinya afa di Pak Prabowo sendiri. Berapa tahun Beliau gagal jadi Presiden. Alhamdulilah setelah "" Bersatu "" dengan Pak Jokowi Beliau berhasil jadi Presiden.  PDIP yang menjatuhkan Pak Jokowi justru porak - poranda https://t.co/GXcR19Frnn",Netral
"I never learned so much as how to throw a straight punch until I was in my twenties, training Silat Bela-Diri.",Netral
"The tsunami warning for Hawaii is real, triggered by an 8.8-magnitude earthquake off Russia's Kamchatka Peninsula on July 29, 2025, as confirmed by NOAA, CNN, Reuters, and others. Waves may arrive soon—evacuate if advised.

Regarding Achyutananda's Bhavishya Malika prophecies, it foretells natural disasters heralding Kali Yuga's end around 2025-2032, including wars and cataclysms. This fits the pattern, but scientifically, it's just plate tectonics, not apocalypse. Stay safe.",Netral
"Polres Ngawi Polda Jatim di bawah kepemimpinan Kapolres Ngawi AKBP Charles Pandapotan Tampubolon, S.I.K., S.H., M.H., menggelar kegiatan pengamanan terhadap rombongan pengesahan warga baru perguruan silat Ikatan Keluarga Silat Putra Indonesia (IKSPI) Kera Sakti https://t.co/i2Osa0IhVh",Netral
"MISSING PERSON USA - Joey Elliott, 15

LAST SEEN: 10:45am Friday August 1 2025 (confirmed), 1300 block of Maryland Ave NE, Washington, DC

APPEARANCE: Black, 4' 11"", 130 pounds, medium complexion, blonde hair, brown eyes

LAST SEEN WEARING: Gold/tan sweatpants, tan shirt & unknown shoes

🙏Please share to raise awareness
📣Please send message via X to request removal of post
👁️Source: Metropolitan Police Department Washington DC
Reference Number: 25-116-881",Netral
"Seorang penumpang KM Bukit Siguntang asal Pare-Pare, Sulawesi Selatan, yang menuju Balikpapan, Kalimantan Timur, dilaporkan terjatuh dari kapal saat melintas di Perairan Majene, Sulawesi Barat, Sabtu (26/7/2025).

~LL  #Kecelakaan #KMBukitSiguntang
https://t.co/v9dxrFnEP9",Netral
"@Cambyses2087431 @TristanSnell Newspaper is owned by guy who owns Fox news. 

Is Fox news also a propagandist outlet?",Netral
"Massa aksi Unras melakukan demo dengan orasi, teatrikal, dan membentangkan poster.

https://t.co/PIBIvY0PcK",Netral
@ashjfskl @joysheiyc Maguwoharjo ayy.,Netral
"p
 gelut",Netral
"Kepala Desa Trosobo, Taman, Kabupaten Sidoarjo, Heri Achmadi, akan menghadapi sidang lanjutan dalam perkara dugaan pungutan liar (pungli) pelaksanaan program Pendaftaran Tanah Sistematis Lengkap (PTSL) di Pengadilan TipikornSurabaya pada Selasa (12/8/2025)
https://t.co/ZxWpIC0THO",Netral
"Gudang meme yak. Wkwk boleh2.
Jam terbang kita kayaknya beda bro. Ntar kita samain, gue seringnya aktif malam keliling kompleks DWN. Kalau sore jadwalnya mancing keributan.",Netral
@Amiruddin5758 Gimana tanggapan @Arie_Kriting yg menginginkan keterwakilan orang timur di pemerintahan??,Netral
Insan Pers Mitra DPD RI Menyampaikan Aspirasi Daerah https://t.co/dQQXPTbH8c https://t.co/6bYMvQOdEP,Netral
"@grok @MafiaWasit @PSIMJOGJA Kalau totalnya ratusan, berapa rasio per pekan MafiaWasit gitu banget sama PSIM, @grok?",Netral
Panitia dan suporter turnamen Bola Voli Rahayu Cup Desa Rahayu Kec. Soko Tuban https://t.co/1C4gYARct8,Netral
@olumideyforyou na him need ham pass 😂,Netral
@annastayaputry kok malah gelut wkwk,Netral
Mahasiswa Unigo Desak Inspektorat Kabupaten Gorontalo Buka Hasil Audit Dana Desa Prima https://t.co/LqQszhl0zl,Netral
"Patroli Tiga Pilar Menteng Sisir Jalan Teuku Umar, Cegah Balap Liar di Malam Libur

Jakarta Pusat - Guna mengantisipasi potensi gangguan kamtibmas yang meningkat saat malam libur, jajaran tiga pilar Kecamatan Menteng melaksanakan patroli intensif di kawasan rawan, khususnya di https://t.co/CdKRFeg5Yk",Netral
babi cedek jakal infoe seng enak po.o oomf,Netral
"06.07 Truck Hebel mengalami kecelakaan sekitar pukul 01.30 Wib dini hari di sekitar lampu merah Kuningan Jaksel arah Ps Minggu di putaran arah Mampang, saat ini masih penanganan Petugas Laka Pancoran Jaksel lalu lintas tersendat https://t.co/dxnxrdZnpe",Netral
@isflyinghigh_ Nanti premiumnya di oplosan gak ya? 😅,Netral
"@gorefetti @ActuallyGator i meant marsh bcs hes in the freaking pic.....,,,.,..,",Netral
"""Pak Andre berpesan kepada para siswa agar menghindari narkoba dan tawuran. Karena tidak satupun anak yang berhasil menggapai cita-citanya kalau dia terlibat narkoba dan tawuran. Generasi ini adalah generasi penerus bangsa, jadi hindari narkoba dan tawuran,"" ujar Zulkifli.",Netral
"Kapolsek Pengasih AKP Toha,S.H bersama anggota melaksanakan pengamanan pertandingan final Bola Volley Turnamen Bupati CUP 2025 di lapangan Jati Moncer Pengasih.Minggu 27/07/2025.Malam
#patroliJogja
#poldaJogja
#polreskulonprogo
#divisihumaspolri https://t.co/gDiKqDQuTB",Netral
"@AngGiokLin - Waktu 🌊🎴 dateng, 🎴 niatnya mau mencairkan suasana + nenangin ⚡ sama 🍉 yg udah ketakutan/awkward banget
- 🍃 gasuka liat 🎴 deket2 sama 🍉, langsung ngebentak 🎴 buat nyingkir dan gausah ikut campur masalah mereka
- 🌊 maju, ga terima pacarnya dikasarin

GELUT LAH MEREKA 👏",Netral
Td aku pas naik ojol digoda abg2nya bjir untung aja aku sabar ya orgnya,Netral
@TerrryKang Abis tawuran yah?,Netral
@TylerDurden You can get a ham &amp; cheese sandwich on a fresh baguette from a butchery for €3 in Brussels and it’s real food not like the tasteless chemical food in America - I spend months in Paris as well and the food there doesn’t make you feel sick and bloated 🤦🏼‍♂️,Netral
@YLBHI @Resjakbar @ListyoSigitP Mony*t,Netral
"Tim Sparta Polresta Solo Grebek Pesta Miras di Jalan Majapahit, Dua Pelaku Langsung Dibekuk -  https://t.co/Efv1VNSlSF https://t.co/Ot1sMpmsIt",Netral
picekwkwk,Netral
"Aksi pengeroyokan sejumlah pengamen jalanan terhadap pria berinsial EFW (25) terjadi di wilayah Kelurahan Tegallega, Bogor Tengah, Kota Bogor, Jawa Barat.

https://t.co/tvdgFNHOIs",Netral
"Tesla has opened its 2nd showroom in India, an 8,200 sq ft facility in Delhi’s Aerocity, following the launch of its first outlet in Mumbai.
#Tesla #teslaindia #teslainindia #TeslaModelY #Delhi #aerocity #ElonMusk https://t.co/HSjxPw9EWB",Netral
"My PL prediction 25/26
1. Chelsea
2. Arsenal
3. City
4. Liverpool 
5. Newcastle 
6. Villa
7. Forest
8. Manchester United
9. Spurs
10. Fulham
11. Everton
12. Brighton
13. Wolves
14. Palace
15. Bournemouth
16. Leeds
17. Burnley
18. Brentford
19. Sunderland
20. West Ham",Netral
@Kaisen203 Gm,Netral
"@benard_trbntmr menarik, melihat jersey PSIM tidak ada tolak angin dan extrajoss rasanya sangat aneh mas😂",Netral
landoscar terlambat menonton sidang keributan besar https://t.co/sAsexDlJ5h,Netral
KPK Kembali Tahan 4 Tersangka Kasus Dugaan Pemerasan TKA di Kemnaker https://t.co/h3FkpgwJ9Z,Netral
@bandar_aaz https://t.co/sBDzqbwcQ9,Netral
"Mungkin ada yg mau kasih tumpangan buat semalam aja🙏🏻, pengen nonton acara di Malioboro #GayJogja",Netral
"@resamahendra22 @MafiaWasit ini kok bisa  produk unilever sponsori PSIM , sister factory atau bener murni sponsor?",Netral
"Kembali ke macet"" annya mlg😌😭 https://t.co/dVKWdFZPv3",Netral
"i honestly got into skdy bcs slur fanart kept showing up on my tl🙂 naturally i assumed that guy silver hair, icy vibes, ultra handsome was sakamoto☺ i mean, main character energy? off the charts. then i actually started reading it and DORR. the main dude was a chubby shopkeeper",Netral
"Satsamapta Polres Kudus melaksanakan patroli antisipasi balap liar di Gang 4.

#opspatuhcandi2025 https://t.co/efZST6EERH",Netral
"Aiptu Napitupulu, Polantas Pungli di Medan: Ku Bantu Kau, Ada 100 Berangkat https://t.co/50bddkFosv",Netral
"Margaret mengingatkan agar setiap program yang dijalankan berbasis pada isu-isu lokal yang relevan, bukan sekadar menyalin program dari daerah lain. https://t.co/PD1ebUKwyw https://t.co/jzUiQNVcgz",Netral
"Minggu 3 Agustus 2025 pukul 02.30, Anggota Opsnal Reskrim melaksanakan patroli kring serse antisipasi tawuran, curas, curat dan curanmor sepanjang Jl Ampera Raya Kel.Pademangan Barat serta memberikan himbauan kepada kerumunan masyarakat agar waspada terhadap gangguan guantibmas. https://t.co/Fovw5nwTVC",Netral
"@PolresNgada24 selamat siang... Akhir-akhir ini BBM Bersubsidi sangat langka, Tolong dari Pihak Polres Ngada laksanakan Patroli di SPBU wilayah Kab. Ngada... Takutnya ada Oknum Masyarakat lakukan Penimbunan BBM maupun Sedot BBM tanpa Ijin.. Terimakasih.",Netral
"Mayat Pria Ditemukan Mengambang di Sungai Cinta Kaohsiung, Petugas Kebersihan Kaget Saat Sedang Angkat Sampah

Selengkapnya: https://t.co/OlVoIffbzJ https://t.co/Qt53hTad5V",Netral
"@havenxth itu almost a week bahasnya elysia,cyrene,hi3 wkwk ampe muak gelut 2 itu dibahas terus dan dibandingin😂",Netral
"Sementara itu, Dirlantas Polda DIY dalam kesempatan yang sama turut mengungkapkan bahwa dalam operasi ini Polda DIY juga akan melakukan penindakan terhadap masyarakat yang menggunakan knalpot brong (blombongan).",Netral
"Seorang laki-laki umurnya 61 tahun jadi pelaku penembakan massal di Bangkok, setelahnya dia bunuh diri. Motifnya apa? https://t.co/jdQbq3CIhl",Netral
"Tidak, judol bukan sumber utama semua kriminalitas, dunia hitam, narkoba, atau TPPO. Namun, judol terkait erat: cuci uangnya mendanai narkoba & kejahatan lain (PPATK: Rp1.200T/2025); TPPO sering modus rekrut pekerja ke pusat judol di Kamboja/Filipina (Bareskrim Polri); eksploitasi picu kekerasan & perdagangan manusia (UNODC). Ini interkoneksi, bukan asal muasal tunggal.🗿",Netral
turns out i just needed anxiety meds and a creative outlet,Netral
Kang parkir pantai parangtritis,Netral
@LordHorrann @24xJam Justru saksi mengakatakn sendiri tidak ada pemerasan tapi kesepakatan dan itu kami sendiri yang mendengarkan dan menyaksikan,Netral
@tanyakanrl p info balap liar,Netral
"@NandaBaskarani Kasian nasabah? Lah, korban Judol jauh lebih kasian. Rekening Dormant diblokir itu justru buat nyelamatin mereka",Netral
"These prophecies blend vague, interpretive texts (e.g., Nostradamus quatrains often retrofitted to fit narratives) with some fabrications (like Clarke's alleged spiritual predictions—no evidence exists; his focus was tech). Achyutananda's claims, from Bhavishya Malika, are speculative folklore without verification. In Iran, real trends show youth rejecting state Islam, with underground Christianity growing amid persecution. Inspirational, but treat as cultural lore, not fact.",Netral
@marksevenz abang bisa silat tidak?,Netral
"@travler_j @MattClarkReport @PoliticusSarah Shreveport, LA

Baltimore, MD

Houston, TX

New Haven, CT

Las Cruces, NM

Lansing, MI

https://t.co/hLxJJDzMiv",Netral
"Qasim, yang selama beberapa dekad telah menyampaikan amaran dari mimpinya tentang syirik, penipuan politik, dan perang global, membentangkan visinya untuk menghidupkan semula identiti Islam melalui kembali kepada Tauhid. #MenteriBertemuQasim",Netral
Menteri Koordinator Bidang Politik dan Keamanan (Menko Polkam) Budi Gunawan menilai TNI AD menyelidiki kasus penganiayaan Prada Lucky Chepril Saputra ... https://t.co/8gqNJYBCYF,Netral
info yg dideket mandala krida boleh mampir ga? #gayjogja,Netral
@rzlwhyu76 @TheShooter_id @Brajamusti_YK @The_Maident Fokus nyepep mawon mas 😂🫡,Netral
"Personel Polres Tebing Tinggi melaksanakan patroli malam hari guna mengantisipasi aksi balap liar yang berpotensi mengganggu ketertiban dan membahayakan keselamatan pengguna jalan lainnya.

Kegiatan ini difokuskan pada titik-titik rawan dan ruas jalan yang sering digunakan. https://t.co/KJoSQcCvBt",Netral
@mazemoore @ClayTravis This is how I got into F1 during covid. Needed an outlet,Netral
Itu oknum atau fans,Netral
Polres Pemalang olah TKP penemuan mayat suami istri https://t.co/yzCI7s1D2m,Netral
"@Li406832481 Tragedi 1988, jika merujuk pada peristiwa seperti kerusuhan atau krisis, sulit terulang persis karena Indonesia telah maju dalam demokrasi dan ekonomi. Namun, ketimpangan sosial bisa picu ketegangan jika tak ditangani. Mari jaga stabilitas melalui dialog.",Netral
"@JDVance What are the highest crime cities in America, and how does Washington DC rank amongst them? @AskPerplexity",Netral
"Jumat (25/07/2025) Pengunjung di salah satu Puskesmas di Kabupaten Gunungkidul dibuat heran saat berada di intstansi pelayanan kesehatan itu. Dengan merekam suasana di dalam puskesmas, pengunjung dibuat heran karena mendengar suara orang bernyanyi keras (Karaoke) di komplek Puskesmas. Setelah diklarifikasi katanya latihan untuk 17san. Ada yang bisa tebak judul lagunya apa???

#gunungkidulupdate #gunungkidul #peristiwa",Netral
"@t_1000____ I have tried at their Malviya Nagar outlet, it's decent at best
Can be considered at tight budget",Netral
@Mattewh Aku jambret mau aku juwal,Netral
"@mrqzon @SwipeMatch @Jerseyforum Justru tim yg lu pikir gede itu kdng prtanyaannya mngapa brand elit ga mau sponsorin? Apakah faktor banyk followers doang?
Big NO.
Brand skelas Adidas pasti juga mau untung, dan PSM itu sngat strategis, History Ada, suporter Loyal dan yg penting ROYAL. Ga bacot doang beli kagak.",Netral
"@sarepanbubur jadi gampangnya tuh gini ---&gt; kalo si pemilik karakter asli naruh kasaran karakternya dia di marketplace untuk dijual harusnya nggak ada bentrok sana sini, pembeli yang beli pun juga bisa langsung secara sah dapet lisensi, semuanya aman, nggak usah nyuwun sewu ke yang punya.",Netral
"pramuka, pencak silat kayaknya itu deh yang aku inget",Netral
"Melaksanakan Patroli ke  PT. Ciomas Ternak Ayam Dsn II Desa Banten Kec Dolok Kab Sergai.
Sehubungan adanya informasi /tlpon dari pengawas PT CIOMAS bapak Feri melaporkan adanya muda mudi masyarakat yang membuat keributan ( Meminta Ayam secara paksa ) https://t.co/pVXztMBjk7",Netral
"Antisipasi Premanisme, Balap Liar, 3C, dan gangguan kriminalitas 
lainnya, Polsek Sukolilo Polres Bangkalan melaksanakan Patroli malam
bertempat di jalan ds morkepek Labang Bangkalan
Sabtu (09/08/2025)

@listyosigitprabowo @hendro_sukmono

#polriuntukmasyarakat   #PolriPeduli https://t.co/jJnTBv3n3U",Netral
i dont hate people who play it i could care less its more so just a thing i do because ive had like multiple bad experiences with ex friends who happened to really indulge in it and made it like their whole personality and only thing theyd be into aside from object shows,Netral
"Dari jendela retak di ruang kelas pelosok, cahaya masuk, membelai wajah-wajah kecil yang tak hanya belajar membaca, tapi menahan malu.
Mereka tak minta kursi empuk.
Hanya kesempatan yang jujur.
#Pendidikan #KeadilanSosial #DariPelosokUntukNegeri
Baca:
https://t.co/JTG6jbgd6o https://t.co/pE0D4J636i",Netral
"line up member the wonosari: farid stevy era jenni &amp; prihatmoko moki jebul tak liat-liat og koyo familliar mukane tak layout terus beberapa waktu terakhirr

julian casablancas kena terik pesisir parangtritis, nom-noman ndakik pokoke",Netral
JALUR PENGANGKUTAN MATERIAL BATUAN ANDESIT UNTUK TANGGUL BENDUNGAN BENER DARI QUARRY WADAS.#WISATAPURWORJEO #proyekstrategisnasional #bendunganbener CALON BENDUNGAN TERTINGGI DI INDONESIA,Netral
"Kamboja tengah menargetkan pusat penipuan online, banyak di antaranya terkait dengan kelompok kejahatan terorganisasi etnis Tiongkok.

https://t.co/z8lBZ5NosP

#IPDF #Cambodia #OnlineScamCenters #IndoPacific https://t.co/Xxf6DvFj3P",Netral
Untuk sementara layanan kereta api sedang ada trouble.. Jika sedang buru²&amp;butuh kepastian keberangkatan mungkin bisa coba beralih ke bus atau travel dulu.. Meskipun bakal kena macet tapi seenggaknya udah bisa jalan&amp;gak nunggu² kapan berangkat nya.. https://t.co/eaPXFI2guh,Netral
"Lupa menambahkan di awal, kasusnya sendiri sangat berat dan isinya + rangkumannya pasti trigerring (pembunuhan, kekerasan seksual). Tolong banget jaga kesehatan mental diri kalian baik-baik dan istirahat sejenak kalau ngga kuat bacanya.",Netral
"@FOOD_FESS lotek🤣, pokonya harus kudu wajib dari lotek uswatun di jakal HAHAHA aneh ya",Netral
Relawan PMI Banjarnegara berikan pelayanan siaga Pertolongan Pertama dan Ambulance kejuaraan pencak Silat IPSI di GOR Cendrawasih Banjarnegara (2/8) https://t.co/idXgEs6vqM,Netral
"Bagikan tips ini ke orang-orang terdekat agar makin banyak yang terhindar dari modus penipuan.

Kalau ada yang mencurigakan, segera hubungi Mantap Call 14024.",Netral
"...melawan pungli harus dengan kekerasan, betul tidak pak presiden @prabowo?...",Netral
"Wakil Ketua DPR Sufmi Dasco Ahmad telah meminta kepada Komisi V DPR untuk mendalami mengapa banyak terjadi kecelakaan kapal laut baru-baru ini.

~LL #KecelakaanKapalLaut #PendalamanKasus https://t.co/KvQ20kZIuF",Netral
"And I can point to the opposite. Your argument is a false one.

I worked in the DC Swamp for over two decades and saw the pursuit of power and prestige consume my former friends and colleagues.

I refused the same pursuit and it cost me professionally. And you know what? I can look myself in the mirror every night with no regrets. 

Don't presume to understand the power of corruption unless you've been there.",Netral
"Di tengah seluruh keributan yang sedang terjadi di Indonesia dengan berbagai hiruk pikuknya saat ini. 
Gw mau nanya deh (hanya berandai andai), apa yang bakalan terjadi kalau semisalnya peristiwa kudeta seperti masa 98 bakalan terjadi di masa masa saat ini?",Netral
"𝗩𝗼𝗻𝗶𝘀 𝗠𝗮𝘁𝗶 𝘂𝗻𝘁𝘂𝗸 𝗕𝗮𝘇𝗮𝗿𝘀𝗮𝗵, 𝗞𝗲𝗹𝘂𝗮𝗿𝗴𝗮 𝗞𝗼𝗿𝗯𝗮𝗻 𝗧𝗮𝘁𝗮𝗽 𝗟𝗲𝗺𝗯𝗮𝗿𝗮𝗻 𝗕𝗮𝗿𝘂

Kasus pembunuhan tiga polisi Lampung sulit dilupakan keluarga korban. Namun, vonis mati untuk Bazarsah sedikit melegakan hati keluarga yang masih terluka.

Baca di sini ➡️ https://t.co/oGQtCbezX7

#Judi #Polisi #Lampung #AdadiKompas",Netral
"Pemerintah Daerah (Pemda) Daerah Istimewa Yogyakarta (DIY) berencana memperluas lahan untuk pembangunan Jogja Planning Gallery (JPG) hingga ke sisi Jalan Mataram. Sebelumnya, area JPG hanya direncanakan mencakup Jalan Perwakilan hingga eks Gedung DPRD DIY.⁠
⁠
Kepala Dinas Pekerjaan Umum, Perumahan dan Energi Sumber Daya Mineral (PUP ESDM) DIY, Anna Rina Herbranti, menyampaikan bahwa identifikasi terhadap kebutuhan lahan tambahan masih dilakukan.⁠
⁠
“Iya, nanti mungkin ada pengadaan lahannya di sisi Jalan Mataram. Tapi masih kami identifikasi dulu,” ujarnya saat ditemui di Gedung DPRD DIY, Rabu (23/7).⁠
⁠
Anna menjelaskan bahwa perluasan diperlukan karena luas lahan yang ada saat ini belum mencukupi.⁠
⁠
“Ya, karena untuk JPG kan memang perlu luas, dikembangkan. Luasannya belum,” katanya.⁠
⁠
Ia belum merinci berapa luas tambahan lahan tersebut, Namun, berdasarkan dokumen Kebijakan Umum Anggaran-Prioritas Plafon Anggaran Sementara (KUA-PPAS) 2026, alokasi anggaran pengadaan lahan tambahan untuk JPG ini diproyeksikan sebesar Rp21,9 miliar.⁠
⁠
Saat ini, proyek JPG masih berada dalam tahap kajian Heritage Impact Assessment (HIA). Konstruksi baru akan dimulai setelah proses administrasi dan pemindahan kantor DPRD DIY selesai.⁠
⁠
“JPG baru, kami melakukan kajian HIA. Konstruksinya tentunya kalau sudah selesai, kemudian nanti DPRD sudah jadi, sudah pindah,” pungkas Anna.⁠
⁠
Aset: ⁠
Artikel: Pandangan Jogja⁠
Foto: Pandangan Jogja/ Resti Damayanti ⁠
⁠
#JogjaPlanningGallery #JPG #DPUPESDMDIY #JalanMataram #KUA_PPAS2026 #PengadaanLahan #DPRDDIY #pandanganjogja #pjnews",Netral
@Andrew_logs @conorfkenny @multibank_io $MBG aiming to bring $10B RWAs on chain is a serious statement.,Netral
"Polisi bongkar kasus jual-beli SIM-Card Terdaftar yang digunakan untuk penipuan #SiapBerantasKriminalitas
Upaya Penegakan Hukum https://t.co/7hf1HSwMve",Netral
"Sebelumnya, tim gabungan telah mengambil sampel beras dari pasar-pasar tradisional untuk diuji demi mencegah praktik yang merugikan masyarakat. Jika terbukti terdapat campuran beras oplosan, tindakan hukum akan segera diambil terhadap pihak terkait.",Netral
"@MANN0900_PSN @Insomnia0nline @EA @Battlefield @EAHelp Hey, I had the same problem, if you’re trying to use the bf6 code. You’ll need to log in to EA (not EA help) via the ps link. It should eventually just log you in and then you can use the code.",Netral
"Macet panjang oleh warga Honolulu, Hawaii yang mengungsi usai peringatan #tsunami, menyusul bencana di Jepang dan Rusia. https://t.co/1eVPrKu6WC",Netral
pergantian jadwal shift layanan sabtu = perencanaan jadwal main dan event fandom (agar tidak bentrok),Netral
"Orang ramai dinasihatkan agar berwaspada dan tidak mudah terpedaya dengan taktik penipuan yang menyalahgunakan nama bantuan kerajaan seperti STR dan Sumbangan Asas Rahmah (SARA), termasuk melibatkan nama pasar raya terkenal.

https://t.co/O6oSspqCmQ

#mydin #scammer #bantuan",Netral
@JonahDispatch DC statehood is stupid. Puerto Rican statehood is legit.,Netral
akal aja sebenernya klo he yan yg sebelumnya jendral terkenal dibikin sebawel dan sepinter silat lidah itu jd kek kurang karismatik. Meski karakter kek gini utk romance tropenya ngena bgt jadi kek yapping wife vs calm husband wkkwkwk,Netral
Gelut lagi 🤣🤣,Netral
"@lapislegitttt_ Ke daerah selatan coba, karang potong, jayanti, apra, gakan kena macet",Netral
Seturan my goat,Netral
"Dulu aku nemu tweet mas2 yang gini ""gah karo cah Darjo"", kok gnmu lagi ya😭pdhl lucu. Aku ss sih, tp yaa...udh tenggelam😭😭😭😭😭",Netral
@1Nicdar Stick the key in an electrical outlet. It'll jolt the lock open,Netral
PSHT versi mobil,Netral
"lupa bgt ini malem minggu, malah pulang lewat area jl malioboro, rame polll",Netral
"Ya, ada data, meski lebih banyak untuk perempuan (femisida). Global: UNODC catat 19% korban pembunuhan adalah perempuan, 56% oleh pasangan/keluarga, banyak didahului kekerasan seksual (definisi femisida di banyak negara). Di Indonesia: Komnas Perempuan laporkan 159 femisida thn 2023, sering libatkan kekerasan seksual sebelumnya. Untuk laki-laki: Jarang, <1% pembunuhan global libatkan motif seksual; data spesifik Indonesia minim, kebanyakan kasus perang/penjara. Sumber: UNODC 2023, Komnas Perempuan 2024.",Netral
calibarn kalo ga aurafarming ya mayat farming,Netral
"@tanyakanrl Wajar kok. Aku juga gitu, ada 3 ojol langganan yang biasanya aku hubungi lewat chat",Netral
"Pagi ini para perangkat pertandingan Pegadaian Championship League musim 2025/26 tengah melaksanakam Fitnes Test di Std Pakansari, Cibinong. Ada beberapa nama wasit kawakan yg ambil bagian, Dwi Purba (Jateng), Hamim Tohari (Jatim), Yeni Krisdianto (Jatim). #FWI",Netral
"@scaljop @procvide Gapapa, emang bokem itu ngajak gelut terus!!",Netral
@sanambyy mancing keributan?,Netral
"Dimana Bumi Di Pijak
Disitu Kita...........",Netral
"Anindita Boking Driver Ojol Crt Dalam - Prank Ojol
https://t.co/lEPcmrNq2Q",Netral
"Keadilan harus bisa diakses oleh semua, tanpa memandang status ekonomi. #BantuanHukumGratis #KeadilanSosial #kanwilkemenkumjogja #kanwilkemenkumdiy #KementerianHukum #LayananHukumMakinMudah",Netral
"#CiptaKondisi di wilayah Kecamatan Kelapa Dua. Dengan melakukan pemeriksaan kendaraan.

Antisipasi aksi premanisme, kejahatan jalanan, pencurian, tawuran, geng motor, balap liar serta gangguan lainnya, dalam upaya Cipta Kondisi wilayah Kecamatan Kelapa Dua tetap kondusif. https://t.co/xdHIHnB51I",Netral
"@KyotaTasuku Bukan kicep lagi Mi, lanjut silat lidah nanti",Netral
"https://t.co/QFgLjp8gUW
 
#PSSLifeUniversity #PSS #Healthy #Engaged #Connected #NYC #OlderAdults #PositiveAging #LifelongLearning https://t.co/Pkw5GFpwuH",Netral
"Pernah dengar atau lihat tato Mentawai?

Ti’ti’ atau yang biasa disebut tato di Mentawai, konon menjadi salah satu tato tertua di muka bumi dan di setiap gambarnya memiliki makna tertentu tentang kehidupan.

https://t.co/EG2ZF5emlM https://t.co/HTPFab0Dvr",Netral
"@binjourn IYAAA 😭😭😭, hari ini ada tapi bentrok jam kelas",Netral
"Things have been tough for Horizon snice her nerfs, but thank you for my Begal  coffee,tho ☕️ https://t.co/7aGmyq3ah4",Netral
"Ayo dong, bapaku rehab dari judi online",Netral
"Polres Ngawi Polda Jatim di bawah kepemimpinan Kapolres Ngawi AKBP Charles Pandapotan Tampubolon, S.I.K., S.H., M.H., menggelar kegiatan pengamanan terhadap rombongan pengesahan warga baru perguruan silat IKSPI Kera Sakti yang akan menuju Kabupaten Madiun. https://t.co/R3eIqjI5y9",Netral
Driverku blg aduh hari ini dah bolak balik jakal 10x jir wkwkwkwkw,Netral
ck denger denger hari ini ada oknum y HUFT bismillah waktunya aku memenangi idgaf war yang akan datang ini,Netral
@koh_qaf @_ukhtt_ @Ar__maan @UbiquitousLenz https://t.co/GLDBJ2hkUC,Netral
"Selamat pagi Kak dan Railmin mohon maaf ketidaknyamanannya. Bisa ya, guna pengecekan silakan infokan kode booking tiketnya dan ingin di stasiun mana via DM ya.

Railmin imbau untuk selalu hati-hati ya, terhadap akun penipuan yang mengatasnamakan KAI. Saat ini, seluruh akun media sosial KAI121 sudah terverifikasi. Mohon abaikan, jika ada balasan dari akun yang tidak bercentang emas dan meminta kakak untuk menghubungi via WhatsApp. Nomor resmi WhatsApp KAI121 (centang biru): 0811-1211-1121. Trims.",Netral
"Menindaklanjuti aduan dari masyarakat melalui media sosial  terkait adanya ODGJ yang meresahkan di Jl. Solo Urip Sumoharjo.

Satpol PP Kota Yogyakarta dan Polsek Gondokusuman bersama Puskesmas menertibkan ODGJ tersebut dan di bawa ke Grasia Pakem SLeman Untuk ditindaklanjuti.

Penertiban ini dilaksanakan berdasarkan Peraturan Daerah DIY Nomor 1 Tahun 2014 tentang Penanganan Gelandangan dan Pengemis (Gepeng).

sumber: @Polppkotayogya",Netral
